DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
06.10.2017,Sunny,0,21,18,7:06:00,18:38:00,19:24:00,7:30:00,9,59,1011
05.10.2017,Sunny,0,19,15,7:05:00,18:39:00,18:50:00,6:21:00,8,63,1018
04.10.2017,Sunny,0,20,15,7:04:00,18:41:00,18:17:00,5:15:00,12,63,1023
03.10.2017,Sunny,0.31,18,15,7:03:00,18:43:00,17:45:00,4:11:00,19,62,1024
02.10.2017,Sunny,0.29,18,16,7:02:00,18:44:00,17:11:00,3:09:00,20,62,1024
01.10.2017,Overcast,9.94,18,17,7:01:00,18:46:00,16:34:00,2:09:00,25,76,1019
30.09.2017,Overcast,1.35,19,17,7:00:00,18:48:00,15:55:00,1:14:00,23,74,1017
29.09.2017,Cloudy,0.79,19,17,6:59:00,18:49:00,15:13:00,12:21:00,31,68,1020
28.09.2017,Partly cloudy,0.41,21,17,6:58:00,18:51:00,14:27:00,,29,66,1023
27.09.2017,Sunny,2.09,23,20,6:57:00,18:53:00,13:38:00,23:34:00,16,76,1019
26.09.2017,Sunny,0.93,23,21,6:56:00,18:55:00,0:44:00,22:50:00,16,76,1015
25.09.2017,Partly cloudy,0,24,20,6:55:00,18:56:00,11:49:00,22:10:00,26,72,1016
24.09.2017,Partly cloudy,0,29,23,5:51:00,20:31:00,23:41:00,10:51:00,19,57,1017
23.09.2017,Sunny,0.27,21,17,6:53:00,19:00:00,9:53:00,21:01:00,11,53,1019
22.09.2017,Sunny,3.01,22,19,6:52:00,19:01:00,8:52:00,20:30:00,10,57,1015
21.09.2017,Sunny,0.97,26,22,6:51:00,19:03:00,7:50:00,19:59:00,11,63,1009
20.09.2017,Sunny,0,32,24,6:49:00,19:05:00,6:46:00,19:29:00,8,48,1008
19.09.2017,Sunny,0,28,23,6:49:00,19:07:00,5:40:00,18:56:00,10,71,1010
18.09.2017,Sunny,0,29,22,6:48:00,19:08:00,4:33:00,18:21:00,8,69,1012
17.09.2017,Sunny,0,27,22,6:46:00,19:10:00,3:26:00,17:44:00,7,77,1013
16.09.2017,Sunny,0,27,23,6:45:00,19:12:00,2:20:00,17:00:00,16,79,1013
15.09.2017,Sunny,0,28,23,6:44:00,19:13:00,1:18:00,16:11:00,15,65,1012
14.09.2017,Sunny,0,27,23,6:43:00,19:15:00,12:20:00,15:15:00,22,56,1015
13.09.2017,Sunny,0,28,24,6:42:00,19:17:00,,14:14:00,12,62,1014
12.09.2017,Sunny,0,29,25,6:42:00,19:19:00,23:29:00,13:09:00,20,47,1009
11.09.2017,Sunny,0,29,23,6:41:00,19:20:00,22:43:00,0:01:00,5,57,1011
10.09.2017,Sunny,0,29,23,6:40:00,19:22:00,22:03:00,10:53:00,5,52,1011
09.09.2017,Sunny,0,27,21,6:39:00,19:24:00,21:26:00,9:45:00,4,58,1013
08.09.2017,Sunny,0,28,21,6:38:00,19:25:00,20:52:00,8:38:00,7,55,1014
07.09.2017,Sunny,0,25,21,6:37:00,19:27:00,20:19:00,7:32:00,11,52,1016
06.09.2017,Sunny,0.22,24,21,6:36:00,19:29:00,19:47:00,6:27:00,14,51,1015
05.09.2017,Sunny,0,24,21,6:35:00,19:30:00,19:14:00,5:24:00,18,57,1016
04.09.2017,Sunny,0,25,22,6:34:00,19:32:00,18:38:00,4:23:00,17,60,1011
03.09.2017,Sunny,0,28,21,6:33:00,19:34:00,18:00:00,3:26:00,6,52,1009
02.09.2017,Sunny,0,27,20,6:32:00,19:35:00,17:19:00,2:31:00,11,53,1013
01.09.2017,Sunny,0,25,19,6:31:00,19:37:00,16:34:00,1:41:00,13,58,1015
31.08.2017,Partly cloudy,0.04,24,20,6:30:00,19:39:00,15:46:00,12:56:00,18,60,1018
30.08.2017,Sunny,0,24,21,6:29:00,19:40:00,14:54:00,12:14:00,26,60,1016
29.08.2017,Sunny,0.01,27,21,6:28:00,19:42:00,14:00:00,,24,68,1012
28.08.2017,Sunny,0,27,23,6:27:00,19:43:00,13:04:00,23:38:00,18,63,1010
27.08.2017,Sunny,0,26,22,6:26:00,19:45:00,0:06:00,23:03:00,24,64,1014
26.08.2017,Sunny,0,26,21,6:25:00,19:47:00,11:07:00,22:31:00,24,61,1018
25.08.2017,Sunny,0,26,22,6:24:00,19:48:00,10:05:00,22:01:00,24,58,1020
24.08.2017,Sunny,0,26,21,6:23:00,19:50:00,9:03:00,21:31:00,15,55,1018
23.08.2017,Sunny,0,25,19,6:22:00,19:51:00,7:58:00,20:59:00,8,59,1016
22.08.2017,Overcast,2.06,23,21,6:21:00,19:53:00,6:50:00,20:25:00,18,74,1013
21.08.2017,Sunny,0,27,23,6:20:00,19:54:00,5:42:00,19:48:00,8,74,1009
20.08.2017,Sunny,0,28,23,6:19:00,19:56:00,4:33:00,19:06:00,12,71,1012
19.08.2017,Sunny,0,28,23,6:18:00,19:57:00,3:27:00,18:17:00,13,72,1014
18.08.2017,Sunny,0,29,24,6:17:00,19:58:00,2:26:00,17:23:00,16,69,1013
17.08.2017,Sunny,1.63,28,23,6:16:00,20:00:00,1:32:00,16:21:00,19,68,1011
16.08.2017,Partly cloudy,0.79,27,24,6:15:00,20:01:00,12:43:00,15:16:00,18,72,1010
15.08.2017,Partly cloudy,0.26,26,23,6:14:00,20:03:00,12:02:00,14:08:00,15,68,1014
14.08.2017,Partly cloudy,0.01,26,23,6:13:00,20:04:00,,13:01:00,19,69,1012
13.08.2017,Sunny,0,29,23,6:12:00,20:05:00,23:25:00,11:53:00,4,64,1006
12.08.2017,Sunny,0,30,24,6:11:00,20:07:00,22:50:00,10:47:00,13,65,1009
11.08.2017,Sunny,0,29,24,6:10:00,20:08:00,22:18:00,9:43:00,17,70,1012
10.08.2017,Sunny,0.02,28,24,6:09:00,20:09:00,21:47:00,8:38:00,20,73,1014
09.08.2017,Sunny,0.01,28,24,6:08:00,20:11:00,21:14:00,7:36:00,28,73,1016
08.08.2017,Partly cloudy,0.01,28,25,6:07:00,20:12:00,20:40:00,6:35:00,24,76,1014
07.08.2017,Sunny,0,30,25,6:06:00,20:13:00,20:03:00,5:36:00,15,70,1011
06.08.2017,Sunny,0,31,25,6:05:00,20:14:00,19:24:00,4:40:00,17,64,1009
05.08.2017,Sunny,0,31,24,6:04:00,20:16:00,18:40:00,3:48:00,15,64,1010
04.08.2017,Sunny,0,30,24,6:03:00,20:17:00,17:53:00,3:01:00,16,66,1011
03.08.2017,Sunny,0,29,24,6:02:00,20:18:00,17:02:00,2:18:00,18,67,1013
02.08.2017,Sunny,0,28,23,6:01:00,20:19:00,16:09:00,1:40:00,24,69,1015
01.08.2017,Sunny,0,27,23,6:00:00,20:20:00,15:14:00,1:05:00,29,63,1017
31.07.2017,Sunny,0,26,23,5:59:00,20:21:00,14:17:00,12:32:00,27,62,1016
30.07.2017,Sunny,0,29,24,5:58:00,20:22:00,13:20:00,12:02:00,14,57,1017
29.07.2017,Sunny,0,28,23,5:57:00,20:23:00,0:20:00,,11,59,1015
28.07.2017,Sunny,0.38,26,21,5:56:00,20:24:00,11:20:00,23:32:00,16,62,1009
27.07.2017,Sunny,1.28,29,23,5:55:00,20:25:00,10:16:00,23:02:00,11,69,1003
26.07.2017,Sunny,0.01,31,26,5:55:00,20:26:00,9:11:00,22:29:00,7,61,1003
25.07.2017,Sunny,0.02,31,24,5:54:00,20:27:00,8:03:00,21:55:00,4,55,1004
24.07.2017,Sunny,0,30,24,5:53:00,20:28:00,6:54:00,21:15:00,14,54,1009
23.07.2017,Sunny,0,30,22,5:52:00,20:29:00,5:45:00,20:29:00,8,59,1014
22.07.2017,Sunny,0,28,22,5:51:00,20:30:00,4:39:00,19:36:00,16,63,1015
21.07.2017,Sunny,0,27,22,5:50:00,20:31:00,3:40:00,18:36:00,21,67,1013
20.07.2017,Sunny,0,27,21,5:49:00,20:31:00,2:48:00,17:30:00,20,63,1013
19.07.2017,Sunny,0.13,26,21,5:48:00,20:32:00,2:03:00,16:20:00,20,66,1016
18.07.2017,Overcast,16.48,22,21,5:48:00,20:33:00,1:23:00,15:11:00,27,84,1014
17.07.2017,Partly cloudy,3.67,24,21,5:47:00,20:34:00,12:47:00,14:02:00,36,75,1011
16.07.2017,Cloudy,0.12,25,21,5:46:00,20:34:00,12:15:00,0:54:00,32,73,1011
15.07.2017,Sunny,0,26,21,5:45:00,20:35:00,,11:49:00,29,67,1011
14.07.2017,Sunny,1.09,27,22,5:44:00,20:35:00,23:43:00,10:45:00,25,69,1010
13.07.2017,Sunny,0,30,21,5:44:00,20:36:00,23:12:00,9:44:00,8,57,1008
12.07.2017,Sunny,0,28,21,5:43:00,20:37:00,22:38:00,8:42:00,12,71,1012
11.07.2017,Sunny,0,28,21,5:42:00,20:37:00,22:03:00,7:44:00,22,68,1016
10.07.2017,Sunny,0,28,22,5:41:00,20:37:00,21:26:00,6:47:00,24,62,1016
09.07.2017,Sunny,0,29,20,5:41:00,20:38:00,20:44:00,5:54:00,6,52,1013
08.07.2017,Sunny,0,26,19,5:40:00,20:38:00,19:58:00,5:05:00,14,57,1015
07.07.2017,Sunny,0.01,26,19,5:39:00,20:39:00,19:09:00,4:20:00,17,67,1017
06.07.2017,Sunny,0,25,20,5:39:00,20:39:00,18:16:00,3:40:00,25,63,1016
05.07.2017,Sunny,0,25,21,5:38:00,20:39:00,17:22:00,3:04:00,30,56,1018
04.07.2017,Light rain shower,2.18,23,21,5:38:00,20:40:00,16:26:00,2:31:00,31,73,1014
03.07.2017,Sunny,1.24,30,23,5:37:00,20:40:00,15:29:00,2:00:00,19,76,1004
02.07.2017,Sunny,0,32,24,5:36:00,20:40:00,14:31:00,1:31:00,13,63,1006
01.07.2017,Sunny,0,33,25,5:36:00,20:40:00,13:33:00,1:02:00,13,46,1011
30.06.2017,Sunny,0,33,26,5:35:00,20:40:00,0:32:00,12:31:00,12,47,1012
29.06.2017,Sunny,0,31,24,5:35:00,20:40:00,11:30:00,,8,53,1010
28.06.2017,Sunny,0,29,22,5:35:00,20:40:00,10:24:00,23:59:00,9,59,1011
27.06.2017,Sunny,0,28,20,5:34:00,20:40:00,9:17:00,23:23:00,7,66,1012
26.06.2017,Sunny,0,28,21,5:34:00,20:40:00,8:08:00,22:41:00,21,69,1011
25.06.2017,Sunny,0,29,22,5:33:00,20:40:00,7:00:00,21:52:00,21,57,1014
24.06.2017,Sunny,0.02,28,23,5:33:00,20:40:00,5:57:00,20:55:00,15,58,1013
23.06.2017,Sunny,0,28,20,5:33:00,20:40:00,4:59:00,19:51:00,7,59,1015
22.06.2017,Sunny,0.06,27,21,5:33:00,20:40:00,4:09:00,18:41:00,9,64,1014
21.06.2017,Sunny,0,25,19,5:32:00,20:40:00,3:26:00,17:29:00,6,67,1013
20.06.2017,Sunny,0.14,25,19,5:32:00,20:40:00,2:47:00,16:17:00,15,60,1014
19.06.2017,Cloudy,3.17,20,17,5:32:00,20:39:00,2:13:00,15:07:00,16,73,1012
18.06.2017,Partly cloudy,1.42,22,17,5:32:00,20:39:00,1:40:00,13:59:00,11,69,1010
17.06.2017,Sunny,0.05,25,18,5:32:00,20:39:00,1:08:00,0:53:00,11,55,1011
16.06.2017,Sunny,0,25,18,5:32:00,20:38:00,12:35:00,11:50:00,20,58,1016
15.06.2017,Sunny,0.1,25,19,5:32:00,20:38:00,12:01:00,10:49:00,11,71,1015
14.06.2017,Sunny,0,26,18,5:32:00,20:38:00,,9:49:00,12,67,1011
13.06.2017,Sunny,0,24,17,5:32:00,20:37:00,23:25:00,8:52:00,17,64,1012
12.06.2017,Sunny,0,23,18,5:32:00,20:37:00,22:44:00,7:58:00,26,68,1014
11.06.2017,Partly cloudy,0,24,18,5:32:00,20:36:00,22:01:00,7:08:00,16,67,1014
10.06.2017,Overcast,0.95,21,16,5:32:00,20:36:00,21:13:00,6:22:00,10,80,1015
09.06.2017,Overcast,0.42,21,17,5:32:00,20:35:00,20:22:00,5:40:00,17,78,1012
08.06.2017,Sunny,1.8,27,19,5:32:00,20:35:00,19:28:00,5:02:00,9,69,1012
07.06.2017,Sunny,0,25,17,5:32:00,20:34:00,18:32:00,4:28:00,6,69,1013
06.06.2017,Sunny,0.03,23,17,5:33:00,20:33:00,17:36:00,3:57:00,7,79,1013
05.06.2017,Sunny,0.01,24,18,5:33:00,20:33:00,16:38:00,3:27:00,17,79,1013
04.06.2017,Sunny,0,24,18,5:33:00,20:32:00,15:41:00,2:58:00,27,67,1014
03.06.2017,Sunny,0,27,20,5:34:00,20:31:00,14:42:00,2:29:00,14,67,1014
02.06.2017,Sunny,0.78,25,20,5:34:00,20:31:00,13:42:00,1:59:00,10,70,1016
01.06.2017,Sunny,0.15,24,18,5:35:00,20:30:00,0:39:00,1:25:00,12,71,1016
31.05.2017,Sunny,4.37,23,16,5:35:00,20:29:00,11:35:00,12:47:00,17,67,1016
30.05.2017,Overcast,4.75,19,16,5:35:00,20:28:00,10:28:00,12:03:00,9,83,1016
29.05.2017,Sunny,0,21,16,5:36:00,20:28:00,9:22:00,,25,73,1016
28.05.2017,Sunny,0.01,20,15,5:37:00,20:27:00,8:17:00,23:12:00,24,72,1017
27.05.2017,Partly cloudy,0,20,15,5:37:00,20:26:00,7:17:00,22:13:00,17,73,1013
26.05.2017,Sunny,0.47,22,15,5:38:00,20:25:00,6:22:00,21:06:00,15,69,1012
25.05.2017,Sunny,0.48,21,14,5:38:00,20:24:00,5:35:00,19:54:00,10,65,1014
24.05.2017,Sunny,0,19,13,5:39:00,20:23:00,4:53:00,18:40:00,13,71,1017
23.05.2017,Sunny,0.83,19,13,5:40:00,20:23:00,4:15:00,17:28:00,13,76,1017
22.05.2017,Partly cloudy,0,19,12,5:41:00,20:22:00,3:40:00,16:16:00,9,70,1011
21.05.2017,Sunny,5.37,17,13,5:41:00,20:21:00,3:07:00,15:08:00,8,71,1010
20.05.2017,Sunny,0,18,12,5:42:00,20:20:00,2:33:00,14:01:00,10,61,1013
19.05.2017,Sunny,0,18,13,5:43:00,20:19:00,1:59:00,0:58:00,27,62,1015
18.05.2017,Partly cloudy,0.02,19,14,5:44:00,20:18:00,1:23:00,11:57:00,35,73,1015
17.05.2017,Partly cloudy,0.57,19,15,5:45:00,20:17:00,12:44:00,10:58:00,38,72,1016
16.05.2017,Sunny,0,20,13,5:46:00,20:16:00,12:02:00,10:03:00,24,73,1021
15.05.2017,Sunny,0.14,19,14,5:47:00,20:15:00,,9:12:00,18,77,1022
14.05.2017,Partly cloudy,0.15,23,16,5:48:00,20:14:00,23:16:00,8:24:00,12,69,1014
13.05.2017,Sunny,0.03,26,17,5:49:00,20:13:00,22:26:00,7:41:00,17,54,1010
12.05.2017,Sunny,0,22,14,5:50:00,20:12:00,21:33:00,7:02:00,9,61,1015
11.05.2017,Sunny,0,18,12,5:51:00,20:11:00,20:38:00,6:26:00,8,74,1017
10.05.2017,Overcast,2.64,17,13,5:52:00,20:10:00,19:42:00,5:54:00,19,82,1011
09.05.2017,Sunny,2.9,21,14,5:53:00,20:09:00,18:44:00,5:23:00,14,76,1004
08.05.2017,Sunny,0.05,21,14,5:54:00,20:08:00,17:47:00,4:54:00,18,71,1005
07.05.2017,Partly cloudy,1.54,20,13,5:55:00,20:07:00,16:48:00,4:24:00,14,69,1008
06.05.2017,Partly cloudy,0.11,18,13,5:56:00,20:06:00,15:49:00,3:55:00,9,79,1011
05.05.2017,Sunny,0.28,21,14,5:57:00,20:05:00,14:47:00,3:23:00,11,70,1014
04.05.2017,Sunny,0,21,13,5:58:00,20:04:00,13:45:00,2:47:00,15,72,1014
03.05.2017,Sunny,0.04,21,13,6:00:00,20:03:00,0:41:00,2:07:00,18,71,1016
02.05.2017,Sunny,0,19,12,6:01:00,20:02:00,11:37:00,1:22:00,18,71,1015
01.05.2017,Sunny,0.06,18,13,6:02:00,20:01:00,10:34:00,12:28:00,27,71,1013
30.04.2017,Sunny,0.37,22,14,6:03:00,20:00:00,9:33:00,,20,57,1011
29.04.2017,Sunny,0,23,14,6:05:00,19:59:00,8:37:00,23:27:00,6,54,1013
28.04.2017,Sunny,0,21,13,6:06:00,19:58:00,7:47:00,22:19:00,5,56,1016
27.04.2017,Sunny,0,20,12,6:07:00,19:57:00,7:02:00,21:07:00,6,56,1017
26.04.2017,Sunny,0,18,9,6:09:00,19:56:00,6:22:00,19:54:00,6,58,1020
25.04.2017,Sunny,0,16,9,6:10:00,19:55:00,5:45:00,18:40:00,14,54,1023
24.04.2017,Sunny,0.31,12,7,6:12:00,19:54:00,5:10:00,17:29:00,9,64,1023
23.04.2017,Partly cloudy,1.42,14,7,6:13:00,19:53:00,4:35:00,16:20:00,18,68,1015
22.04.2017,Sunny,0.08,12,7,6:14:00,19:52:00,4:01:00,15:14:00,18,61,1019
21.04.2017,Sunny,0.05,12,7,6:16:00,19:51:00,3:24:00,14:09:00,11,64,1019
20.04.2017,Sunny,4.16,18,8,6:17:00,19:50:00,2:45:00,13:09:00,17,71,1011
19.04.2017,Sunny,0.01,18,7,6:19:00,19:48:00,2:04:00,0:11:00,13,64,1016
18.04.2017,Overcast,4.84,10,8,6:20:00,19:47:00,1:19:00,11:18:00,18,82,1014
17.04.2017,Partly cloudy,2.17,18,10,6:22:00,19:46:00,12:30:00,10:28:00,19,76,1009
16.04.2017,Sunny,0.56,20,13,6:23:00,19:45:00,,9:44:00,12,60,1012
15.04.2017,Sunny,0,18,13,6:25:00,19:44:00,23:39:00,9:03:00,7,65,1015
14.04.2017,Sunny,0.09,17,9,6:26:00,19:43:00,22:45:00,8:26:00,6,66,1012
13.04.2017,Sunny,0,15,9,6:28:00,19:42:00,21:49:00,7:52:00,16,73,1011
12.04.2017,Partly cloudy,0,16,9,6:30:00,19:41:00,20:52:00,7:21:00,20,63,1015
11.04.2017,Sunny,0,15,7,6:31:00,19:40:00,19:54:00,6:51:00,11,59,1018
10.04.2017,Sunny,0,13,7,6:33:00,19:39:00,18:55:00,6:21:00,7,61,1024
09.04.2017,Partly cloudy,0.17,12,7,6:34:00,19:38:00,17:55:00,5:51:00,7,62,1023
08.04.2017,Sunny,0.86,12,7,6:36:00,19:37:00,16:54:00,5:19:00,12,68,1016
07.04.2017,Overcast,0.59,11,8,6:38:00,19:36:00,15:52:00,4:45:00,8,80,1012
06.04.2017,Partly cloudy,0,15,10,6:39:00,19:35:00,14:49:00,4:07:00,12,73,1010
05.04.2017,Overcast,1.01,15,10,6:41:00,19:34:00,13:46:00,3:24:00,11,75,1017
04.04.2017,Overcast,0.05,14,10,6:42:00,19:33:00,0:43:00,2:33:00,10,71,1020
03.04.2017,Sunny,0,15,8,6:44:00,19:32:00,11:43:00,1:37:00,15,72,1020
02.04.2017,Sunny,0,13,6,6:46:00,19:30:00,10:47:00,12:34:00,22,73,1022
01.04.2017,Sunny,0,11,6,6:47:00,19:29:00,9:56:00,,25,73,1022
31.03.2017,Partly cloudy,0,12,7,6:49:00,19:28:00,9:11:00,23:27:00,32,79,1023
30.03.2017,Sunny,0,17,9,6:51:00,19:27:00,8:29:00,22:16:00,20,63,1018
29.03.2017,Sunny,0,16,7,6:53:00,19:26:00,7:51:00,21:05:00,21,58,1020
28.03.2017,Sunny,0,13,5,6:54:00,19:25:00,7:16:00,19:54:00,16,64,1022
27.03.2017,Overcast,3.15,9,6,6:56:00,19:24:00,6:40:00,18:43:00,25,78,1021
26.03.2017,Sunny,1.3,14,7,6:58:00,19:23:00,6:05:00,17:35:00,11,76,1014
25.03.2017,Cloudy,0.04,15,8,6:59:00,19:22:00,5:29:00,16:28:00,13,66,1019
24.03.2017,Sunny,0,15,7,7:01:00,19:21:00,4:50:00,15:25:00,16,74,1022
23.03.2017,Sunny,0,13,7,7:03:00,19:20:00,4:09:00,14:24:00,24,75,1020
22.03.2017,Sunny,0,14,8,7:04:00,19:19:00,3:25:00,13:28:00,27,68,1016
21.03.2017,Sunny,1.08,15,10,7:06:00,19:18:00,2:36:00,0:36:00,9,79,1014
20.03.2017,Cloudy,0.29,12,7,7:08:00,19:16:00,1:46:00,11:49:00,8,74,1013
19.03.2017,Cloudy,3.55,11,9,7:09:00,19:15:00,12:53:00,11:07:00,24,73,1009
18.03.2017,Sunny,0,10,4,7:11:00,19:14:00,,10:28:00,18,64,1015
17.03.2017,Sunny,2.75,8,5,7:13:00,19:13:00,23:58:00,9:53:00,21,76,1016
16.03.2017,Partly cloudy,0.81,9,5,7:14:00,19:12:00,23:02:00,9:21:00,7,81,1018
15.03.2017,Partly cloudy,0.67,9,6,7:16:00,19:11:00,22:04:00,8:50:00,13,79,1022
14.03.2017,Overcast,6.92,6,5,7:18:00,19:10:00,21:05:00,8:20:00,19,86,1020
13.03.2017,Overcast,1.28,8,6,7:19:00,19:09:00,20:05:00,7:50:00,14,86,1014
12.03.2017,Overcast,0,8,7,7:21:00,19:08:00,19:04:00,7:18:00,30,88,1008
11.03.2017,Overcast,0,10,8,7:23:00,19:07:00,18:01:00,6:44:00,25,88,1005
10.03.2017,Sunny,0,12,7,7:24:00,19:05:00,16:57:00,6:06:00,15,84,1006
09.03.2017,Cloudy,0,12,9,7:26:00,19:04:00,15:53:00,5:24:00,22,81,1012
08.03.2017,Sunny,0.34,17,10,7:28:00,19:03:00,14:49:00,4:36:00,14,65,1010
07.03.2017,Sunny,0,16,11,7:29:00,19:02:00,13:48:00,3:42:00,16,65,1010
06.03.2017,Cloudy,0,16,11,7:31:00,19:01:00,0:52:00,2:41:00,19,61,1013
05.03.2017,Sunny,0,15,8,7:32:00,19:00:00,0:00:00,1:37:00,9,57,1020
04.03.2017,Sunny,0,13,8,7:34:00,18:59:00,11:14:00,12:29:00,16,73,1023
03.03.2017,Partly cloudy,0.02,12,7,7:36:00,18:57:00,10:32:00,,4,80,1019
02.03.2017,Overcast,0.34,12,8,7:37:00,18:56:00,9:55:00,23:21:00,17,83,1011
01.03.2017,Sunny,0,16,9,7:39:00,18:55:00,9:19:00,22:11:00,11,75,1011
28.02.2017,Sunny,0,13,8,7:40:00,18:54:00,8:45:00,21:03:00,8,81,1015
27.02.2017,Partly cloudy,0,12,6,7:42:00,18:53:00,8:10:00,19:55:00,8,80,1019
26.02.2017,Partly cloudy,0.85,10,7,7:43:00,18:52:00,7:35:00,18:48:00,19,84,1024
25.02.2017,Sunny,1.96,15,7,7:45:00,18:50:00,6:57:00,17:43:00,29,78,1019
24.02.2017,Sunny,0,14,10,7:46:00,18:49:00,6:16:00,16:40:00,32,74,1016
23.02.2017,Sunny,0,14,8,7:48:00,18:48:00,5:33:00,15:41:00,23,73,1016
22.02.2017,Cloudy,0.05,11,7,7:49:00,18:47:00,4:45:00,14:46:00,19,77,1017
21.02.2017,Sunny,0,10,5,7:51:00,18:46:00,3:55:00,13:57:00,10,71,1017
20.02.2017,Overcast,4.5,10,6,7:52:00,18:44:00,3:03:00,13:12:00,13,85,1019
19.02.2017,Overcast,0.53,13,8,7:53:00,18:43:00,2:08:00,0:31:00,13,63,1024
18.02.2017,Sunny,0,10,4,7:55:00,18:42:00,1:13:00,11:56:00,13,64,1023
17.02.2017,Sunny,0,7,2,7:56:00,18:41:00,12:16:00,11:23:00,7,62,1027
16.02.2017,Overcast,0.69,5,2,7:57:00,18:40:00,,10:51:00,20,74,1034
15.02.2017,Cloudy,0.5,4,2,7:59:00,18:38:00,23:19:00,10:21:00,24,72,1030
14.02.2017,Overcast,0.69,2,0,8:00:00,18:37:00,22:19:00,9:51:00,20,73,1032
13.02.2017,Cloudy,0.61,4,3,8:01:00,18:36:00,21:19:00,9:20:00,30,70,1031
12.02.2017,Overcast,0.47,5,3,8:02:00,18:35:00,20:16:00,8:47:00,30,68,1032
11.02.2017,Cloudy,0.14,5,4,8:04:00,18:33:00,19:12:00,8:10:00,34,74,1028
10.02.2017,Cloudy,0,6,4,8:05:00,18:32:00,18:06:00,7:29:00,36,78,1027
09.02.2017,Overcast,0.42,8,6,8:06:00,18:31:00,17:01:00,6:42:00,27,88,1024
08.02.2017,Partly cloudy,0.16,12,8,8:07:00,18:30:00,15:57:00,5:48:00,15,82,1016
07.02.2017,Sunny,0,14,10,8:08:00,18:28:00,14:57:00,4:48:00,12,68,1015
06.02.2017,Partly cloudy,1.7,14,9,8:09:00,18:27:00,14:03:00,3:44:00,19,80,1015
05.02.2017,Partly cloudy,4.02,11,9,8:11:00,18:26:00,13:15:00,2:37:00,26,86,1013
04.02.2017,Partly cloudy,0,13,9,8:12:00,18:25:00,0:32:00,1:29:00,29,80,1018
03.02.2017,Cloudy,0,11,6,8:13:00,18:23:00,11:54:00,12:21:00,22,72,1024
02.02.2017,Sunny,0,7,3,8:14:00,18:22:00,11:18:00,,9,57,1029
01.02.2017,Sunny,0,6,1,8:15:00,18:21:00,10:44:00,23:14:00,8,52,1030
31.01.2017,Sunny,0.01,3,0,8:16:00,18:20:00,10:11:00,22:07:00,24,68,1030
30.01.2017,Cloudy,0.06,4,2,8:17:00,18:18:00,9:37:00,21:02:00,26,78,1027
29.01.2017,Sunny,0.04,5,2,8:17:00,18:17:00,9:01:00,19:57:00,17,80,1028
28.01.2017,Overcast,0.3,3,-1,8:18:00,18:16:00,8:22:00,18:54:00,14,77,1028
27.01.2017,Cloudy,0.17,0,-1,8:19:00,18:15:00,7:40:00,17:54:00,21,71,1029
26.01.2017,Overcast,0.45,3,0,8:20:00,18:14:00,6:54:00,16:57:00,31,76,1027
25.01.2017,Overcast,0.11,5,2,8:21:00,18:12:00,6:05:00,16:05:00,36,82,1019
24.01.2017,Overcast,0.08,7,4,8:21:00,18:11:00,5:13:00,15:18:00,14,74,1020
23.01.2017,Sunny,0,7,3,8:22:00,18:10:00,4:19:00,14:35:00,24,82,1028
22.01.2017,Cloudy,0.05,5,2,8:23:00,18:09:00,3:24:00,13:57:00,17,80,1032
21.01.2017,Sunny,0.21,5,2,8:24:00,18:08:00,2:28:00,13:23:00,16,73,1031
20.01.2017,Overcast,2,5,4,8:24:00,18:06:00,1:32:00,0:51:00,30,83,1032
19.01.2017,Overcast,2.61,7,6,8:25:00,18:05:00,12:34:00,0:21:00,34,88,1027
18.01.2017,Overcast,0.21,7,6,8:25:00,18:04:00,,11:52:00,18,94,1022
17.01.2017,Overcast,4.45,8,6,8:26:00,18:03:00,23:35:00,11:23:00,10,93,1017
16.01.2017,Overcast,6.48,6,4,8:26:00,18:02:00,22:34:00,10:51:00,23,91,1015
15.01.2017,Overcast,9.24,5,4,8:27:00,18:01:00,21:32:00,10:16:00,19,89,1015
14.01.2017,Sunny,4.74,10,6,8:27:00,18:00:00,20:27:00,9:38:00,25,73,1009
13.01.2017,Sunny,0,7,3,8:27:00,17:58:00,19:21:00,8:53:00,18,70,1018
12.01.2017,Sunny,6.98,6,3,8:28:00,17:57:00,18:14:00,8:02:00,20,81,1017
11.01.2017,Overcast,1.19,8,0,8:28:00,17:56:00,17:10:00,7:03:00,24,82,1017
10.01.2017,Overcast,0,5,0,8:28:00,17:55:00,16:11:00,5:58:00,32,75,1011
09.01.2017,Overcast,3.64,1,-2,8:29:00,17:54:00,15:19:00,4:49:00,29,90,1017
08.01.2017,Partly cloudy,0,-1,-4,8:29:00,17:53:00,14:32:00,3:40:00,26,85,1016
07.01.2017,Overcast,1.39,-1,-4,8:29:00,17:52:00,13:52:00,2:29:00,43,93,1014
06.01.2017,Cloudy,5.22,11,-1,8:29:00,17:51:00,13:15:00,1:22:00,39,85,1004
05.01.2017,Partly cloudy,1.42,11,9,8:29:00,17:50:00,0:41:00,12:15:00,19,84,1008
04.01.2017,Partly cloudy,0.04,9,7,8:29:00,17:49:00,0:08:00,,19,74,1016
03.01.2017,Partly cloudy,0.02,8,5,8:29:00,17:49:00,11:35:00,23:10:00,21,66,1020
